wp_product_id,wp_product_name,proposed_slug,source_of_slug,confidence,status,notes
101645,"AAPSCM® Training Virtual  -  Certified AI-Enabled Travel Personalization & Digital Marketing Manager (AITP-DMM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101648,"Self-Paced Online Learning- Certified Digital Tourism Experience Manager (CDTEM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101650,"In-seat or Hyperflex Training –  Certified Digital Tourism Experience Manager (CDTEM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101652,"AAPSCM® Training Virtual  -  Certified Digital Tourism Experience Manager (CDTEM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101654,"Self-Paced Online Learning- American Certified Supply Chain Digital Transformation Professional (AC-SCDTP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101656,"In-seat or Hyperflex Training –  American Certified Supply Chain Digital Transformation Professional (AC-SCDTP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101658,"AAPSCM® Training Virtual  -  American Certified Supply Chain Digital Transformation Professional (AC-SCDTP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101660,"Self-Paced Online Learning- Chartered AI-Driven Sustainable Procurement Professional (CAI-SPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101662,"In-seat or Hyperflex Training –  Chartered AI-Driven Sustainable Procurement Professional (CAI-SPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101664,"AAPSCM® Training Virtual  -  Chartered AI-Driven Sustainable Procurement Professional (CAI-SPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101666,"Self-Paced Online Learning- Chartered AI Procurement Professional (CAIPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101668,"In-seat or Hyperflex Training –  Chartered AI Procurement Professional (CAIPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101670,"AAPSCM® Training Virtual  -  Chartered AI Procurement Professional (CAIPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101672,"Self-Paced Online Learning- Chartered AI Supplier Negotiation & Risk Professional (CAISNRP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101674,"In-seat or Hyperflex Training –   Chartered AI Supplier Negotiation & Risk Professional (CAISNRP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101676,"AAPSCM® Training Virtual  - Chartered AI Supplier Negotiation & Risk Professional (CAISNRP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101679,"Self-Paced Online Learning- Certified AI-Powered Hospitality Experience Professional (A-HXP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101681,"In-seat or Hyperflex Training –   Certified AI-Powered Hospitality Experience Professional (A-HXP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101683,"AAPSCM® Training Virtual  - Certified AI-Powered Hospitality Experience Professional (A-HXP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101685,"Self-Paced Online Learning- Certified AI-Enabled Travel Personalization & Digital Marketing Professional (AITP-DMP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101688,"In-seat or Hyperflex Training –   Certified AI-Enabled Travel Personalization & Digital Marketing Professional (AITP-DMP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101690,"AAPSCM® Training Virtual  - Certified AI-Enabled Travel Personalization & Digital Marketing Professional (AITP-DMP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101692,"Self-Paced Online Learning- Certified Digital Tourism Experience Professional (CDTEP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101694,"In-seat or Hyperflex Training –   Certified Digital Tourism Experience Professional (CDTEP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101696,"AAPSCM® Training Virtual  - Certified Digital Tourism Experience Professional (CDTEP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101698,"Self-Paced Online Learning- Certified Global Event & Destination Professional (GEDP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101700,"In-seat or Hyperflex Training –   Certified Global Event & Destination Professional (GEDP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101702,"AAPSCM® Training Virtual  - Certified Global Event & Destination Professional (GEDP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101704,"Self-Paced Online Learning- Chartered Healthcare Procurement Solutions Manager (CHPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101706,"In-seat or Hyperflex Training –  Chartered Healthcare Procurement Solutions Manager (CHPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101708,"AAPSCM® Training Virtual  - Chartered Healthcare Procurement Solutions Manager (CHPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101710,"Self-Paced Online Learning- Chartered Healthcare Supply Chain Transformation Executive (CHSTE)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101712,"In-seat or Hyperflex Training –  Chartered Healthcare Supply Chain Transformation Executive (CHSTE)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101714,"AAPSCM® Training Virtual  - Chartered Healthcare Supply Chain Transformation Executive (CHSTE)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
102786,"Self-Paced Online Learning- Certified Contract Professional (CCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
102788,"In-seat or Hyperflex Training –  Certified Contract Professional (CCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
102790,"AAPSCM® Training Virtual  - Certified Contract Professional (CCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
102807,"Self-Paced Online Learning- Certified Contract Manager (CCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
102809,"In-seat or Hyperflex Training –  Certified Contract Manager (CCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
102811,"AAPSCM® Training Virtual  - Certified Contract Manager (CCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
103029,"Self-Paced Online Learning- Certified Contract Management Consultant (CCMC)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
103034,"Executive Instructor-Led Program –  Certified Contract Management Consultant (CCMC)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
103039,"AAPSCM® Training Virtual  - Certified Contract Management Consultant (CCMC)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
